,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_booster,param_gamma,param_max_depth,param_n_estimators,param_objective,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
254,0.3835556983947754,0.006030804697429981,0.01259150505065918,0.0020932944737764828,gblinear,0.2,7,400,binary:logistic,0.5,"{'booster': 'gblinear', 'gamma': 0.2, 'max_depth': 7, 'n_estimators': 400, 'objective': 'binary:logistic', 'subsample': 0.5}",0.7784352399737016,0.7749174917491749,0.7947368421052632,0.7965310206804537,0.7890520694259012,0.7867345327868989,0.00864754098729697,217
255,0.4003768444061279,0.009113318015460095,0.009949445724487305,0.003364465740749061,gblinear,0.2,7,400,binary:logistic,1.0,"{'booster': 'gblinear', 'gamma': 0.2, 'max_depth': 7, 'n_estimators': 400, 'objective': 'binary:logistic', 'subsample': 1}",0.7784352399737016,0.7749174917491749,0.7947368421052632,0.7965310206804537,0.7890520694259012,0.7867345327868989,0.00864754098729697,217
256,0.10843658447265625,0.0023955829674233136,0.009759998321533203,0.0029612211268454595,gblinear,0.2,8,100,binary:logistic,0.5,"{'booster': 'gblinear', 'gamma': 0.2, 'max_depth': 8, 'n_estimators': 100, 'objective': 'binary:logistic', 'subsample': 0.5}",0.7784352399737016,0.7777777777777778,0.7952600394996708,0.7959866220735786,0.7885256837891927,0.7871970726227844,0.007867981301260594,176
257,0.10364775657653809,0.004243938580149758,0.011327075958251952,0.00587226695640128,gblinear,0.2,8,100,binary:logistic,1.0,"{'booster': 'gblinear', 'gamma': 0.2, 'max_depth': 8, 'n_estimators': 100, 'objective': 'binary:logistic', 'subsample': 1}",0.7784352399737016,0.7777777777777778,0.7952600394996708,0.7959866220735786,0.7885256837891927,0.7871970726227844,0.007867981301260594,176
258,0.19850916862487794,0.005130144455862359,0.013461971282958984,0.004525220702000432,gblinear,0.2,8,200,binary:logistic,0.5,"{'booster': 'gblinear', 'gamma': 0.2, 'max_depth': 8, 'n_estimators': 200, 'objective': 'binary:logistic', 'subsample': 0.5}",0.7781435154707044,0.7746199603436881,0.7960526315789473,0.7965310206804537,0.7882431529726119,0.786718056209281,0.009007121200834238,257
259,0.20511980056762696,0.0076462232557978045,0.010291194915771485,0.0019978759133639345,gblinear,0.2,8,200,binary:logistic,1.0,"{'booster': 'gblinear', 'gamma': 0.2, 'max_depth': 8, 'n_estimators': 200, 'objective': 'binary:logistic', 'subsample': 1}",0.7781435154707044,0.7746199603436881,0.7960526315789473,0.7965310206804537,0.7882431529726119,0.786718056209281,0.009007121200834238,257
260,0.30215086936950686,0.01205889916910521,0.011484098434448243,0.001096221428608843,gblinear,0.2,8,300,binary:logistic,0.5,"{'booster': 'gblinear', 'gamma': 0.2, 'max_depth': 8, 'n_estimators': 300, 'objective': 'binary:logistic', 'subsample': 0.5}",0.7784352399737016,0.7749174917491749,0.7947368421052632,0.7965310206804537,0.7882431529726119,0.786572749496241,0.008610155808820737,298
261,0.2953942775726318,0.006636235264983189,0.012409448623657227,0.0018552928479141832,gblinear,0.2,8,300,binary:logistic,1.0,"{'booster': 'gblinear', 'gamma': 0.2, 'max_depth': 8, 'n_estimators': 300, 'objective': 'binary:logistic', 'subsample': 1}",0.7784352399737016,0.7749174917491749,0.7947368421052632,0.7965310206804537,0.7882431529726119,0.786572749496241,0.008610155808820737,298
262,0.3826038360595703,0.009338621064510413,0.014221000671386718,0.006324054983895492,gblinear,0.2,8,400,binary:logistic,0.5,"{'booster': 'gblinear', 'gamma': 0.2, 'max_depth': 8, 'n_estimators': 400, 'objective': 'binary:logistic', 'subsample': 0.5}",0.7784352399737016,0.7749174917491749,0.7947368421052632,0.7965310206804537,0.7890520694259012,0.7867345327868989,0.00864754098729697,217
263,0.38286805152893066,0.008720924457967792,0.012873363494873048,0.007234995093563487,gblinear,0.2,8,400,binary:logistic,1.0,"{'booster': 'gblinear', 'gamma': 0.2, 'max_depth': 8, 'n_estimators': 400, 'objective': 'binary:logistic', 'subsample': 1}",0.7784352399737016,0.7749174917491749,0.7947368421052632,0.7965310206804537,0.7890520694259012,0.7867345327868989,0.00864754098729697,217
264,0.10911345481872559,0.0062214361003470105,0.013416528701782227,0.004105070615126465,gblinear,0.2,9,100,binary:logistic,0.5,"{'booster': 'gblinear', 'gamma': 0.2, 'max_depth': 9, 'n_estimators': 100, 'objective': 'binary:logistic', 'subsample': 0.5}",0.7784352399737016,0.7777777777777778,0.7952600394996708,0.7959866220735786,0.7885256837891927,0.7871970726227844,0.007867981301260594,176
265,0.1050760269165039,0.0026609440634605703,0.015132474899291991,0.004388134512108868,gblinear,0.2,9,100,binary:logistic,1.0,"{'booster': 'gblinear', 'gamma': 0.2, 'max_depth': 9, 'n_estimators': 100, 'objective': 'binary:logistic', 'subsample': 1}",0.7784352399737016,0.7777777777777778,0.7952600394996708,0.7959866220735786,0.7885256837891927,0.7871970726227844,0.007867981301260594,176
266,0.20025086402893066,0.004377927889415101,0.013369226455688476,0.0035723842638939584,gblinear,0.2,9,200,binary:logistic,0.5,"{'booster': 'gblinear', 'gamma': 0.2, 'max_depth': 9, 'n_estimators': 200, 'objective': 'binary:logistic', 'subsample': 0.5}",0.7781435154707044,0.7746199603436881,0.7960526315789473,0.7965310206804537,0.7882431529726119,0.786718056209281,0.009007121200834238,257
267,0.20662178993225097,0.00529980755607366,0.013141202926635741,0.00353844925067324,gblinear,0.2,9,200,binary:logistic,1.0,"{'booster': 'gblinear', 'gamma': 0.2, 'max_depth': 9, 'n_estimators': 200, 'objective': 'binary:logistic', 'subsample': 1}",0.7781435154707044,0.7746199603436881,0.7960526315789473,0.7965310206804537,0.7882431529726119,0.786718056209281,0.009007121200834238,257
268,0.2942763328552246,0.004359189726137919,0.013972091674804687,0.0052007845041781966,gblinear,0.2,9,300,binary:logistic,0.5,"{'booster': 'gblinear', 'gamma': 0.2, 'max_depth': 9, 'n_estimators': 300, 'objective': 'binary:logistic', 'subsample': 0.5}",0.7784352399737016,0.7749174917491749,0.7947368421052632,0.7965310206804537,0.7882431529726119,0.786572749496241,0.008610155808820737,298
269,0.29601387977600097,0.010673104593741971,0.010064458847045899,0.0032428218260763674,gblinear,0.2,9,300,binary:logistic,1.0,"{'booster': 'gblinear', 'gamma': 0.2, 'max_depth': 9, 'n_estimators': 300, 'objective': 'binary:logistic', 'subsample': 1}",0.7784352399737016,0.7749174917491749,0.7947368421052632,0.7965310206804537,0.7882431529726119,0.786572749496241,0.008610155808820737,298
270,0.3900050163269043,0.00625724072812927,0.012484979629516602,0.005819506982539289,gblinear,0.2,9,400,binary:logistic,0.5,"{'booster': 'gblinear', 'gamma': 0.2, 'max_depth': 9, 'n_estimators': 400, 'objective': 'binary:logistic', 'subsample': 0.5}",0.7784352399737016,0.7749174917491749,0.7947368421052632,0.7965310206804537,0.7890520694259012,0.7867345327868989,0.00864754098729697,217
271,0.3960247039794922,0.008799836827904466,0.007980680465698243,0.003498855964243713,gblinear,0.2,9,400,binary:logistic,1.0,"{'booster': 'gblinear', 'gamma': 0.2, 'max_depth': 9, 'n_estimators': 400, 'objective': 'binary:logistic', 'subsample': 1}",0.7784352399737016,0.7749174917491749,0.7947368421052632,0.7965310206804537,0.7890520694259012,0.7867345327868989,0.00864754098729697,217
272,0.1068718433380127,0.004241429396301204,0.009883975982666016,0.0008134214208205425,gblinear,0.2,10,100,binary:logistic,0.5,"{'booster': 'gblinear', 'gamma': 0.2, 'max_depth': 10, 'n_estimators': 100, 'objective': 'binary:logistic', 'subsample': 0.5}",0.7784352399737016,0.7777777777777778,0.7952600394996708,0.7959866220735786,0.7885256837891927,0.7871970726227844,0.007867981301260594,176
273,0.1075223445892334,0.005703743069226639,0.013397216796875,0.003811889619551379,gblinear,0.2,10,100,binary:logistic,1.0,"{'booster': 'gblinear', 'gamma': 0.2, 'max_depth': 10, 'n_estimators': 100, 'objective': 'binary:logistic', 'subsample': 1}",0.7784352399737016,0.7777777777777778,0.7952600394996708,0.7959866220735786,0.7885256837891927,0.7871970726227844,0.007867981301260594,176
274,0.19929018020629882,0.002097897757631691,0.011108589172363282,0.002063818742516546,gblinear,0.2,10,200,binary:logistic,0.5,"{'booster': 'gblinear', 'gamma': 0.2, 'max_depth': 10, 'n_estimators': 200, 'objective': 'binary:logistic', 'subsample': 0.5}",0.7781435154707044,0.7746199603436881,0.7960526315789473,0.7965310206804537,0.7882431529726119,0.786718056209281,0.009007121200834238,257
275,0.20363268852233887,0.0063819698879564925,0.01354532241821289,0.004230778243052407,gblinear,0.2,10,200,binary:logistic,1.0,"{'booster': 'gblinear', 'gamma': 0.2, 'max_depth': 10, 'n_estimators': 200, 'objective': 'binary:logistic', 'subsample': 1}",0.7781435154707044,0.7746199603436881,0.7960526315789473,0.7965310206804537,0.7882431529726119,0.786718056209281,0.009007121200834238,257
276,0.2933791160583496,0.004213403290630263,0.007966089248657226,0.0035951713319219624,gblinear,0.2,10,300,binary:logistic,0.5,"{'booster': 'gblinear', 'gamma': 0.2, 'max_depth': 10, 'n_estimators': 300, 'objective': 'binary:logistic', 'subsample': 0.5}",0.7784352399737016,0.7749174917491749,0.7947368421052632,0.7965310206804537,0.7882431529726119,0.786572749496241,0.008610155808820737,298
